date,month,province,category,confirmed_cases,confirmed_deaths,source,source_date,notes
2026-06-06,2026-06,Ituri,Autres ZS (données non ventilées),94,10,SitRep N23/MVB_06/06/2026,2026-06-06,Included in SitRep totals but not mapped to any health zone
