zone_id,zone_name,province,category,is_uganda_border,is_kinshasa,lat,lon,area_km2
lF2aCHDydzn,Kimbi Lulenge,Sud-Kivu,other,0,0,-4.413969708988562,28.593829140482825,3826.2178457268283
n1r14Rh3NvB,Kitutu,Sud-Kivu,other,0,0,-3.4487355114999616,27.80713392536772,2700.2252138716653
XFUHGajCqjY,Lemera,Sud-Kivu,other,0,0,-3.009874457999956,29.03154603097025,686.2549370668986
UkT2MUS83YY,Lulingu,Sud-Kivu,other,0,0,-2.40678,28.70896,
oNybyvjU5ZT,Minova,Sud-Kivu,other,0,0,-2.57182,28.57143,
cXkCT53xxfk,Miti Murhesa,Sud-Kivu,other,0,0,-2.39067,28.72098,
JzBIOZSJfmJ,Mubumbano,Sud-Kivu,other,0,0,-2.49767,28.72288,
tJmFpEp4TCb,Mulungu,Sud-Kivu,other,0,0,-2.65464,28.57559,
nfYQfVxJRyJ,Mwana,Sud-Kivu,other,0,0,-2.47724,28.45423,
pWBu6qPNvdv,Nundu,Sud-Kivu,other,0,0,-3.7562046049999367,28.935495038626627,1236.3467653677897
sai4xbqW0CL,Nyangezi,Sud-Kivu,other,0,0,-2.54212,28.55811,
R1E0VjRQ4SN,Nyantende,Sud-Kivu,other,0,0,-2.53932,28.74539,
jkonpGckbPg,Ruzizi,Sud-Kivu,other,0,0,-3.1314801699999464,29.178079721143583,535.1653552029793
MOESL4KbKoV,Shabunda,Sud-Kivu,other,0,0,-2.904206086092155,27.293626470982062,4624.082591662204
mx8PkwuIR5x,Uvira,Sud-Kivu,other,0,0,-2.65172,28.81947,
x4xQfjclCTo,Walungu,Sud-Kivu,other,0,0,-2.44535,28.43179,
izt3XGlBrmK,Bokonzi,Sud-Ubangi,other,0,0,2.90359,18.928,
J1nws7yZLvv,Budjala,Sud-Ubangi,other,0,0,2.4326801575000445,19.720273303633732,2399.1901710757566
uCYafBxBtO8,Bulu,Sud-Ubangi,other,0,0,2.92568,18.90608,
hlvN8zeyDZz,Bwamanda,Sud-Ubangi,other,0,0,3.3901029155000515,19.373619662148627,2789.148317688513
F2sZHvPlln6,Gemena,Sud-Ubangi,other,0,0,3.1229930155000716,19.851172723586938,1205.9536030496697
ArdlF8PnpYL,Libenge,Sud-Ubangi,other,0,0,2.96561,19.12972,
QNFYEQrW7Dy,Zongo,Sud-Ubangi,other,0,0,3.26852,18.84122,
QmaankDWQSm,Kabalo,Tanganyika,other,0,0,-6.165862196999939,26.97706699479211,14781.024208668561
kH7KijWY3eF,Kalemie,Tanganyika,other,0,0,-6.349103156999973,28.871279674671925,9412.618786621753
dj29qACRqOf,Kansimba,Tanganyika,other,0,0,-7.244038837685165,29.04946891543545,13792.47682619503
pCawLGK8jaD,Kiambi,Tanganyika,other,0,0,-6.56872,29.27318,
rDRhOPd3q1u,Kongolo,Tanganyika,other,0,0,-5.39520463899995,26.395292684512867,8883.11527163199
adxBRCwSlWc,Moba,Tanganyika,other,0,0,-7.699321551499935,29.915847356067864,11249.690578626823
SpDmHrCCVal,Nyemba,Tanganyika,other,0,0,-5.4741382864999135,28.89357185234188,9010.476893357809
uz41FkMd6Gb,Nyunzu,Tanganyika,other,0,0,-5.841091249499954,27.62166261583869,16496.66721644992
jaNYqjAceGA,Bafwagbogbo,Tshopo,other,0,0,1.3853824155003736,26.017743140135025,10536.93105631551
pLBZiohnxFC,Bafwasende,Tshopo,other,0,0,0.5883184495002638,26.679613954245525,20596.354364406274
WxBLTUjeyfB,Banalia,Tshopo,other,0,0,1.777160850500053,26.134536875755195,15429.092676146629
SxrrguFFktT,Basoko,Tshopo,other,0,0,1.1745877005000693,23.847649395320424,4343.85861160251
dxiEfVDsieA,Bengamisa,Tshopo,other,0,0,0.53865,24.98765,
dtBcztLoZpn,Isangi,Tshopo,other,0,0,0.8169123210001601,24.280503824796373,3101.1797426455655
Al5GBxzCgMe,Kabondo,Tshopo,other,0,0,0.611433901500078,25.36859620730113,422.0917555573457
I9d1F9TGn33,Lubunga,Tshopo,other,0,0,0.4130002195000486,25.10564709446672,740.2159766732162
ZHIrX4z487c,Makiso Kisangani,Tshopo,other,0,0,0.45755,25.29635,
wOWB7WbNuSN,Mangobo,Tshopo,other,0,0,0.5399329588970425,25.15236555521503,14.49974885293332
G1OIhUfxLw5,Opienge,Tshopo,other,0,0,0.16320011700022974,27.424919199192892,18968.69673514191
IMkgSD6FVjc,Tshopo,Tshopo,other,0,0,0.8225417305001201,25.51250589004271,1352.0340481217975
ThkZT6koPKj,Ubundu,Tshopo,other,0,0,-0.5076216774999409,25.106721464812313,11340.836493628349
RowlA1nBHee,Wanierukula,Tshopo,other,0,0,0.036289664500401386,25.70887752566051,10590.357171717373
D4KWg03yZrX,Yabaondo,Tshopo,other,0,0,0.66219,25.06511,
HHv5opVWeoY,Yahisuli,Tshopo,other,0,0,0.0614563390002445,23.929403809021697,4369.9282184081985
quf7vedArhs,Yahuma,Tshopo,other,0,0,0.6522173410002665,23.061466387181326,21598.382551167262
S8Vd8dUvIqT,Yaleko,Tshopo,other,0,0,-0.21906254249992685,24.528545806495565,9586.299034587239
CPZTm1VIXB9,Yalimbongo,Tshopo,other,0,0,1.934045180000183,23.551698927242285,6581.249114905968
Uyz1XxXNBKB,Boende,Tshuapa,other,0,0,-0.35500619624195906,20.24039332839275,9133.378205718838
hM2ZsK1vEox,Lingomo,Tshuapa,other,0,0,1.1382075974751729,22.242911973652276,8044.096961350913
