date,category,source,title,summary_ja,url
2026-07-09,関係機関・公衆衛生対応,CDC,Source updated: Ebola Outbreak: Current Situation | Ebola | CDC,CDCの監視対象ページに変更を検出した。症例数、リスク評価、現地対応、研究開発に関する更新の有無を原典で確認する必要がある。,https://www.cdc.gov/ebola/situation-summary/index.html
