date,organization,country,activity_type,title,summary,details,source_name,source_url,confidence_level,priority_area
2026-09-04,ECDC,DRC/Uganda,risk assessment / situation update,Source updated: Ebola disease outbreak in the Democratic Republic of the Congo,Automatically detected change in a monitored official/institutional source.,"Since May 2026, an Ebola virus disease outbreak caused by Bundibugyo virus has been ongoing in the Democratic Republic of the Congo (DRC).",ECDC Ebola outbreak DRC and Uganda,https://www.ecdc.europa.eu/en/ebola-outbreak-democratic-republic-congo-and-uganda,auto-detected page change; human review required,international risk assessment
